episode_id,application,agent_architecture,environment,expected_action,sensor_confidence,risk_level,environment_volatility,partial_observability,energy_or_resource_level,response_time_ms,available_actions,prior_success_rate,random_noise,rational_action,utility_score,observability_label,dynamic_label,determinism_label
11074,Autonomous Vehicle,Goal-Based,Snowy,Wear Winter Gear,0.7232,0.568,0.2469,0.1486,59.53,150.17,6,0.8095,-1.0335,1,77.45,Partially Observable,Static,Stochastic
11075,Cybersecurity Monitoring Agent,Utility-Based,Windy,Use Wind Protection,1,0.2164,0.6869,0.7188,68.16,227.44,7,0.7308,-1.7856,0,60.53,Partially Observable,Dynamic,Deterministic
11076,Smart Hospital Assistant,Utility-Based,Sunny,Go Outside,0.9438,0.5698,0.3311,0.2831,85.62,264.51,6,0.5596,0.032,1,68.58,Fully Observable,Dynamic,Stochastic
11077,Smart Hospital Assistant,Simple Reflex,Rainy,Use Umbrella,0.6519,0.346,0.0494,0.5377,65.44,200.99,14,0.8583,1.4859,0,76.75,Partially Observable,Dynamic,Stochastic
11078,Cybersecurity Monitoring Agent,Learning,Windy,Use Wind Protection,0.7583,0.4125,0.6052,0.346,42.0,112.85,11,0.9041,-0.0299,1,100,Partially Observable,Dynamic,Deterministic
11079,Autonomous Delivery Robot,Model-Based,Sunny,Go Outside,0.9345,0.481,0.68,0.5189,77.13,133.99,2,0.4526,0.7952,0,53.35,Partially Observable,Dynamic,Stochastic
11080,Smart Hospital Assistant,Learning,Cloudy,Stay Inside,0.803,0.4667,0.3533,0.3046,61.2,223.68,7,0.99,-0.8209,0,67.96,Partially Observable,Static,Stochastic
11081,Warehouse Robot,Model-Based,Snowy,Wear Winter Gear,1,0.0645,0.2035,0.4865,100,411.41,3,0.7049,-0.3523,1,100,Fully Observable,Static,Stochastic
11082,Intelligent Tutoring System,Learning,Rainy,Use Umbrella,0.7035,0.6076,0.7466,0.2697,94.35,157.15,7,0.6629,1.0915,0,70.57,Partially Observable,Static,Deterministic
11083,Smart Hospital Assistant,Model-Based,Sunny,Go Outside,0.8023,0.3958,0.3887,0.5953,87.62,,7,0.7951,0.3937,1,84.61,Partially Observable,Static,Deterministic
11084,Autonomous Vehicle,Model-Based,Rainy,Use Umbrella,0.8592,0.8048,0.0591,0.7389,33.27,245.11,14,0.99,-0.7534,0,67.73,Partially Observable,Dynamic,Deterministic
11085,AI Travel Assistant,Model-Based,Rainy,Use Umbrella,0.8162,0.4547,0.5675,0.56,72.93,,11,0.99,-0.8761,1,71.96,Fully Observable,Dynamic,Deterministic
11086,Smart-Home Energy Agent,Goal-Based,Sunny,Go Outside,0.8079,0.274,0.2256,0.7061,96.94,82.02,8,0.5386,-0.6189,0,69.15,Fully Observable,Static,Stochastic
11087,Intelligent Tutoring System,Utility-Based,Rainy,Use Umbrella,0.5476,0.3308,0.51,0.5389,49.32,329.8,8,0.9712,-0.779,0,55.53,Partially Observable,Static,Deterministic
11088,Autonomous Delivery Robot,Simple Reflex,Windy,Use Wind Protection,0.8396,0.5959,0.2265,0.4129,53.61,165.77,11,0.8785,-0.4425,1,77.5,Partially Observable,Static,Stochastic
11089,Autonomous Vehicle,Learning,Stormy,Stay Inside,0.9122,0.1976,0.0643,0.3215,82.37,226.45,6,0.6235,1.6573,1,100,Fully Observable,Static,Stochastic
11090,Autonomous Vehicle,Learning,Windy,Use Wind Protection,0.7101,0.4976,0.7462,0.5056,,188.15,7,0.8625,-0.423,0,61.51,Fully Observable,Static,Deterministic
11091,Intelligent Tutoring System,Learning,Sunny,Go Outside,0.6719,0.4327,0.4395,0.4645,,117.06,5,0.6914,-1.8942,0,67.75,Fully Observable,Dynamic,Stochastic
11092,Autonomous Vehicle,Utility-Based,Stormy,Stay Inside,1,0.2389,0.4499,0.5576,80.1,291.56,5,0.8799,0.4733,1,100,Fully Observable,Dynamic,Stochastic
11093,Cybersecurity Monitoring Agent,Learning,Sunny,Go Outside,0.9824,0.6329,0.2966,0.7312,89.52,241.12,3,0.9129,-0.1692,1,64.35,Partially Observable,Static,Stochastic
11094,AI Travel Assistant,Learning,Sunny,Go Outside,0.9119,0.2411,0.716,0.159,66.55,183.55,14,0.8694,-0.1532,1,96.18,Partially Observable,Dynamic,Deterministic
11095,Autonomous Delivery Robot,Goal-Based,Cloudy,Stay Inside,0.8492,0.1126,0.6514,0.4882,85.71,323.76,6,0.5664,-0.3828,1,95.31,Fully Observable,Dynamic,Deterministic
11096,AI Travel Assistant,Simple Reflex,Stormy,Stay Inside,0.6778,0.095,0.5645,0.1885,65.87,242.46,4,0.8057,0.7762,1,71.11,Fully Observable,Dynamic,Stochastic
11097,AI Travel Assistant,Goal-Based,Snowy,Wear Winter Gear,0.9357,0.7937,0.2782,0.5839,45.67,122.28,6,0.7352,-0.4608,0,71.69,Partially Observable,Dynamic,Deterministic
11098,AI Travel Assistant,Learning,Cloudy,Stay Inside,1,0.3994,0.1646,0.6659,63.99,305.58,8,0.9123,1.8398,1,100,Partially Observable,Static,Stochastic
11099,Autonomous Delivery Robot,Utility-Based,Windy,Use Wind Protection,0.6235,0.1902,0.6529,0.5799,70.85,356.23,2,0.6973,-0.0435,0,53.7,Partially Observable,Dynamic,Stochastic
11100,Smart Hospital Assistant,Goal-Based,Windy,Use Wind Protection,0.8493,0.2066,0.7668,0.2297,66.0,194.84,12,0.7886,0.0453,1,100,Fully Observable,Dynamic,Stochastic
11101,Smart-Home Energy Agent,Simple Reflex,Cloudy,Stay Inside,0.692,0.3355,0.5798,0.6341,64.62,260.33,8,0.6645,-0.9492,0,41.31,Partially Observable,Static,Stochastic
11102,Autonomous Vehicle,Goal-Based,Stormy,Stay Inside,0.9594,0.8035,0.2045,0.5599,54.08,215.64,5,0.8454,-0.5257,0,50.23,Fully Observable,Dynamic,Deterministic
11103,Cybersecurity Monitoring Agent,Simple Reflex,Rainy,Use Umbrella,0.714,0.1771,0.4475,0.4468,73.24,170.82,5,0.7675,0.0783,0,74.98,Fully Observable,Dynamic,Stochastic
11104,Autonomous Vehicle,Learning,Cloudy,Stay Inside,0.7815,0.3605,0.3731,0.6613,72.84,276.58,14,0.7473,0.7493,0,77.87,Partially Observable,Static,Stochastic
11105,Smart-Home Energy Agent,Utility-Based,Sunny,Go Outside,0.976,0.4175,0.513,0.3664,82.9,252.58,6,0.99,0.808,1,100,Partially Observable,Dynamic,Deterministic
11106,Smart Hospital Assistant,Model-Based,Stormy,Stay Inside,0.9002,0.3617,0.0941,0.9151,73.17,174.73,14,0.7843,0.674,0,75.77,Partially Observable,Dynamic,Deterministic
11107,Autonomous Delivery Robot,Goal-Based,Snowy,Wear Winter Gear,0.6713,0.529,0.0877,0.5494,71.21,98.61,2,0.6893,1.103,0,76.51,Partially Observable,Static,Deterministic
11108,Smart Hospital Assistant,Utility-Based,Sunny,Go Outside,0.8586,0.3946,0.7968,0.6098,90.01,193.88,9,0.653,-0.9685,0,84.86,Fully Observable,Dynamic,Stochastic
11109,Autonomous Vehicle,Model-Based,Stormy,Stay Inside,0.9379,0.2526,0.3365,0.7799,100,80.15,7,0.7793,0.0008,1,96.71,Fully Observable,Dynamic,Deterministic
11110,Autonomous Vehicle,Model-Based,Windy,Use Wind Protection,0.8502,0.0634,0.2013,0.6372,82.98,338.08,3,0.822,0.4119,0,69.22,Fully Observable,Dynamic,Stochastic
11111,Autonomous Vehicle,Goal-Based,Windy,Use Wind Protection,1,0.1025,0.3275,0.3966,76.19,246.53,12,0.4263,-0.4106,1,100,Fully Observable,Dynamic,Stochastic
11112,Autonomous Delivery Robot,Goal-Based,Snowy,Wear Winter Gear,0.7385,0.6448,0.5174,0.3794,100,208.32,11,0.5412,1.0298,0,24.89,Partially Observable,Static,Deterministic
11113,AI Travel Assistant,Learning,Stormy,Stay Inside,0.8379,0.3575,0.7362,0.3168,50.87,261.0,3,0.7808,-0.6277,0,82.79,Fully Observable,Static,Stochastic
11114,Autonomous Vehicle,Simple Reflex,Stormy,Stay Inside,0.6895,0.1117,0.1927,0.5347,57.16,64.71,12,0.9817,-0.2965,0,64.84,Fully Observable,Dynamic,Deterministic
11115,Smart Hospital Assistant,Learning,Stormy,Stay Inside,0.9455,0.4659,0.3394,0.6219,92.25,245.99,9,0.4524,-0.6579,1,99.27,Partially Observable,Dynamic,Deterministic
11116,Intelligent Tutoring System,Utility-Based,Rainy,Use Umbrella,0.8868,0.298,0.6156,0.613,95.95,259.79,12,0.7332,-2.0325,1,88.93,Fully Observable,Dynamic,Stochastic
11117,Intelligent Tutoring System,Model-Based,Windy,Use Wind Protection,0.984,0.3318,0.4766,0.5809,97.15,349.12,7,0.8278,-1.1632,1,87.92,Fully Observable,Dynamic,Deterministic
11118,Intelligent Tutoring System,Utility-Based,Windy,Use Wind Protection,0.7302,0.0666,0.1971,0.3111,65.43,179.58,8,0.4474,0.7109,0,68.04,Partially Observable,Static,Stochastic
11119,Warehouse Robot,Model-Based,Sunny,Go Outside,0.9342,0.6869,0.5912,0.3494,85.4,306.0,3,0.8983,0.461,0,65.36,Partially Observable,Static,Stochastic
11120,Warehouse Robot,Learning,Snowy,Wear Winter Gear,0.6599,0.4481,0.6093,0.1595,49.7,221.13,9,0.4775,-0.357,0,54.46,Partially Observable,Dynamic,Deterministic
11121,Smart-Home Energy Agent,Learning,Cloudy,Stay Inside,0.6756,0.1088,0.3998,0.787,37.45,118.77,14,0.7954,0.5402,0,68.67,Partially Observable,Dynamic,Stochastic
11122,AI Travel Assistant,Goal-Based,Snowy,Wear Winter Gear,0.7642,0.1898,0.6693,0.8743,100,282.95,13,0.4272,-1.0219,0,63.02,Partially Observable,Static,Stochastic
11123,Autonomous Vehicle,Learning,Rainy,Use Umbrella,0.9622,0.3805,0.3091,0.8809,85.14,393.85,3,0.824,-0.0046,1,100,Fully Observable,Static,Stochastic
11124,Warehouse Robot,Utility-Based,Stormy,Stay Inside,1,0.2636,0.5582,0.5381,84.61,97.01,12,0.7752,0.9687,1,91.29,Partially Observable,Static,Deterministic
11125,Autonomous Vehicle,Goal-Based,Cloudy,Stay Inside,0.9094,0.2778,0.5119,0.1737,92.43,220.47,14,0.8901,-0.8767,1,97.62,Partially Observable,Dynamic,Deterministic
11126,Autonomous Delivery Robot,Model-Based,Snowy,Wear Winter Gear,0.9493,0.2893,0.3444,0.4164,52.34,347.13,10,0.5452,0.9513,0,57.15,Fully Observable,Static,Stochastic
11127,Smart Hospital Assistant,Utility-Based,Snowy,Wear Winter Gear,0.8228,0.1738,0.0982,0.589,71.96,237.3,7,0.6725,0.527,1,88.18,Fully Observable,Dynamic,Deterministic
11128,Cybersecurity Monitoring Agent,Learning,Cloudy,Stay Inside,0.7488,0.219,0.5366,0.0572,85.5,194.45,7,0.7778,-1.4441,1,91.77,Fully Observable,Static,Deterministic
11129,Autonomous Vehicle,Simple Reflex,Sunny,Go Outside,0.8645,0.1879,0.3903,0.1429,75.21,66.26,6,0.7804,0.2728,1,96.29,Partially Observable,Static,Deterministic
11130,Autonomous Vehicle,Goal-Based,Sunny,Go Outside,0.9852,0.0753,0.5952,0.5712,63.7,41.4,12,0.5315,-0.3998,0,73.59,Partially Observable,Dynamic,Deterministic
11131,AI Travel Assistant,Model-Based,Sunny,Go Outside,1,0.5472,0.2452,0.4268,50.85,268.31,5,0.7523,-0.2531,1,82.75,Partially Observable,Static,Deterministic
11132,Warehouse Robot,Learning,Cloudy,Stay Inside,0.7908,0.1005,0.0975,0.3265,,135.24,9,0.99,0.8111,1,100,Partially Observable,Dynamic,Deterministic
11133,Cybersecurity Monitoring Agent,Learning,Rainy,Use Umbrella,0.8871,0.5437,0.2161,0.2818,100,157.42,12,0.7914,-0.3683,1,88.69,Partially Observable,Dynamic,Deterministic
11134,Intelligent Tutoring System,Model-Based,Snowy,Wear Winter Gear,0.7129,0.7332,0.3325,0.5037,88.99,250.72,7,0.6297,-0.0265,0,60.05,Partially Observable,Static,Stochastic
11135,Smart Hospital Assistant,Utility-Based,Stormy,Stay Inside,0.8093,0.4412,0.0345,0.5114,77.82,273.42,4,0.8202,-2.0895,1,81.31,Partially Observable,Static,Stochastic
11136,Autonomous Vehicle,Goal-Based,Snowy,Wear Winter Gear,0.9469,0.6879,0.2315,0.5378,59.39,153.03,3,0.6957,-0.5854,1,66.03,Fully Observable,Static,Deterministic
11137,Cybersecurity Monitoring Agent,Learning,Stormy,Stay Inside,0.5679,0.6122,0.2687,0.6805,88.09,250.71,7,0.7483,-0.0038,0,62.28,Fully Observable,Static,Stochastic
11138,Intelligent Tutoring System,Simple Reflex,Stormy,Stay Inside,0.841,0.3041,0.2006,0.6728,65.09,243.64,7,0.6219,0.4656,0,75.71,Fully Observable,Static,Deterministic
11139,Smart-Home Energy Agent,Utility-Based,Rainy,Use Umbrella,1,0.5094,0.2059,0.2965,70.41,55.33,2,0.8921,-1.2986,0,54.86,Partially Observable,Static,Deterministic
11140,Intelligent Tutoring System,Learning,Rainy,Use Umbrella,0.8857,0.1794,0.3984,0.4088,100,178.4,7,0.6275,-0.1954,1,84.22,Partially Observable,Static,Stochastic
11141,AI Travel Assistant,Goal-Based,Stormy,Stay Inside,0.9107,0.2861,0.4039,0.31,72.56,,7,0.7348,0.6394,1,100,Fully Observable,Static,Stochastic
11142,Autonomous Delivery Robot,Goal-Based,Cloudy,Stay Inside,0.8991,0.3567,0.1679,0.2476,57.13,220.64,7,0.594,0.0761,1,97.06,Fully Observable,Static,Deterministic
11143,Smart Hospital Assistant,Simple Reflex,Snowy,Wear Winter Gear,0.7585,0.3415,0.1429,0.744,37.58,238.15,2,0.5642,-1.1923,0,31.66,Partially Observable,Dynamic,Stochastic
11144,Smart Hospital Assistant,Model-Based,Rainy,Use Umbrella,0.9556,0.4204,0.3029,0.2738,59.92,161.51,14,0.7494,1.7304,1,100,Fully Observable,Static,Stochastic
11145,Warehouse Robot,Goal-Based,Windy,Use Wind Protection,0.9314,0.6029,0.1117,0.4741,95.52,295.53,5,0.7588,2.214,0,68.08,Partially Observable,Static,Stochastic
11146,Smart Hospital Assistant,Utility-Based,Stormy,Stay Inside,0.938,0.5474,0.1162,0.553,31.08,124.0,5,0.5725,0.904,1,93.3,Partially Observable,Static,Stochastic
11147,Intelligent Tutoring System,Utility-Based,Rainy,Use Umbrella,0.7758,0.9632,0.0713,0.4156,82.1,260.98,8,0.7789,-0.478,0,81.29,Partially Observable,Static,Stochastic
11148,AI Travel Assistant,Learning,Windy,Use Wind Protection,0.8582,0.3526,0.1073,0.5759,100,435.29,9,0.3918,0.7198,1,68.13,Fully Observable,Dynamic,Stochastic
11149,Smart-Home Energy Agent,Learning,Windy,Use Wind Protection,0.8971,0.2058,0.5945,0.3918,66.93,,6,0.99,0.3916,1,100,Fully Observable,Static,Stochastic
11150,Intelligent Tutoring System,Simple Reflex,Stormy,Stay Inside,0.8362,0.5889,0.3104,0.4667,45.85,282.12,4,0.5636,-0.9002,0,78.76,Fully Observable,Static,Stochastic
11151,Cybersecurity Monitoring Agent,Learning,Stormy,Stay Inside,0.8615,0.7497,0.558,0.367,65.6,245.54,8,0.773,-1.3022,0,71.77,Partially Observable,Static,Deterministic
11152,Intelligent Tutoring System,Learning,Cloudy,Stay Inside,0.7856,0.3487,0.1979,0.5357,100,164.68,8,0.99,0.7971,1,89.44,Partially Observable,Dynamic,Stochastic
11153,Autonomous Delivery Robot,Model-Based,Snowy,Wear Winter Gear,0.7756,0.1898,0.7522,0.4589,82.07,122.65,4,0.6505,0.8135,0,59.02,Fully Observable,Static,Deterministic
11154,Warehouse Robot,Model-Based,Cloudy,Stay Inside,0.788,0.6087,0.1843,0.2195,71.39,247.63,5,0.6104,-0.4543,1,100,Partially Observable,Static,Stochastic
11155,Autonomous Delivery Robot,Utility-Based,Windy,Use Wind Protection,0.9461,0.603,0.1016,0.481,88.1,155.23,7,0.8267,-0.7721,1,75.67,Partially Observable,Dynamic,Stochastic
11156,Autonomous Delivery Robot,Model-Based,Snowy,Wear Winter Gear,0.6588,0.3833,0.2553,0.211,100,279.53,14,0.8726,-1.5862,0,56.74,Fully Observable,Dynamic,Stochastic
11157,Intelligent Tutoring System,Model-Based,Rainy,Use Umbrella,0.7694,0.6419,0.5422,0.2585,94.01,145.91,4,0.7094,-0.9635,0,63.15,Partially Observable,Dynamic,Stochastic
11158,Autonomous Vehicle,Learning,Stormy,Stay Inside,0.6879,0.4517,0.4279,0.4196,100,114.03,12,0.6465,-2.1023,0,42.79,Partially Observable,Dynamic,Stochastic
11159,Smart-Home Energy Agent,Model-Based,Sunny,Go Outside,0.7654,0.3216,0.1123,0.5683,50.95,72.59,3,0.6802,-0.6406,0,75.59,Partially Observable,Static,Deterministic
11160,Intelligent Tutoring System,Goal-Based,Cloudy,Stay Inside,0.802,0.4085,0.3832,0.5654,46.74,358.85,3,0.6894,-0.6835,0,55.57,Partially Observable,Dynamic,Deterministic
11161,Smart Hospital Assistant,Utility-Based,Cloudy,Stay Inside,0.7069,0.1556,0.5108,0.4371,55.96,163.97,3,0.6072,-0.535,1,87.57,Fully Observable,Dynamic,Stochastic
11162,Autonomous Vehicle,Learning,Rainy,Use Umbrella,0.6533,0.2834,0.0809,0.3657,99.91,295.74,2,0.99,-0.1876,1,76.74,Fully Observable,Dynamic,Deterministic
11163,Smart Hospital Assistant,Model-Based,Snowy,Wear Winter Gear,0.9752,0.5225,0.4014,0.6887,64.26,122.57,9,0.7769,-0.8259,1,88.87,Fully Observable,Dynamic,Stochastic
11164,AI Travel Assistant,Learning,Snowy,Wear Winter Gear,0.7764,0.3282,0.1333,0.3862,100,335.82,2,0.9097,-0.2804,1,100,Fully Observable,Dynamic,Deterministic
11165,Autonomous Delivery Robot,Utility-Based,Cloudy,Stay Inside,0.9461,0.4855,0.1508,0.4771,68.8,254.28,3,0.7909,-1.2479,1,100,Fully Observable,Dynamic,Stochastic
11166,Autonomous Delivery Robot,Goal-Based,Cloudy,Stay Inside,0.667,0.1673,0.3508,0.5694,60.71,267.21,2,0.6126,-1.6948,0,61.36,Partially Observable,Static,Stochastic
11167,Warehouse Robot,Goal-Based,Rainy,Use Umbrella,0.8978,0.2168,0.3304,0.396,92.58,283.1,9,0.6708,-1.2688,1,90.36,Partially Observable,Static,Deterministic
11168,Smart-Home Energy Agent,Utility-Based,Cloudy,Stay Inside,0.8721,0.2341,0.213,0.53,100,410.99,11,0.6328,-2.0028,1,100,Fully Observable,Static,Stochastic
11169,Intelligent Tutoring System,Learning,Sunny,Go Outside,1,0.2961,0.2049,0.3543,88.41,135.85,10,0.6918,0.3621,1,99.11,Partially Observable,Static,Deterministic
11170,Cybersecurity Monitoring Agent,Model-Based,Stormy,Stay Inside,0.9942,0.24,0.2494,0.304,52.11,107.64,13,0.5845,1.2044,1,100,Fully Observable,Dynamic,Deterministic
11171,Intelligent Tutoring System,Simple Reflex,Cloudy,Stay Inside,0.9394,0.5573,0.3629,0.8455,57.66,109.06,4,0.7032,1.4624,0,59.04,Fully Observable,Static,Stochastic
11172,Cybersecurity Monitoring Agent,Learning,Rainy,Use Umbrella,0.8745,0.5728,0.2487,0.2099,40.51,231.26,14,0.6617,0.8709,1,100,Fully Observable,Static,Deterministic
11173,Cybersecurity Monitoring Agent,Goal-Based,Stormy,Stay Inside,0.8108,0.2226,0.4429,0.6979,73.42,182.42,11,0.8321,-1.5021,1,100,Partially Observable,Static,Stochastic
11174,Cybersecurity Monitoring Agent,Learning,Windy,Use Wind Protection,0.8994,0.3863,0.038,0.4957,70.05,410.08,13,0.7368,-0.8104,1,99.49,Fully Observable,Dynamic,Stochastic
11175,Autonomous Delivery Robot,Simple Reflex,Cloudy,Stay Inside,0.8851,0.3056,0.4857,0.6515,85.14,186.09,2,0.5714,1.4442,0,47.59,Fully Observable,Static,Stochastic
11176,Smart-Home Energy Agent,Simple Reflex,Sunny,Go Outside,0.7863,0.258,0.3314,0.741,81.17,185.73,7,0.7341,-2.6168,1,95.95,Partially Observable,Static,Deterministic
11177,Warehouse Robot,Simple Reflex,Windy,Use Wind Protection,0.681,0.5749,0.46,0.2381,72.34,37.88,2,0.94,1.2309,0,67.46,Partially Observable,Dynamic,Deterministic
11178,Intelligent Tutoring System,Utility-Based,Sunny,Go Outside,0.9996,0.5706,0.1081,0.7684,67.31,220.91,13,0.7254,-0.6978,0,61.62,Partially Observable,Static,Stochastic
11179,Smart Hospital Assistant,Goal-Based,Cloudy,Stay Inside,0.9173,0.3133,0.4449,0.2467,55.45,287.95,11,0.6272,-1.0318,1,85.44,Partially Observable,Dynamic,Deterministic
11180,Cybersecurity Monitoring Agent,Learning,Rainy,Use Umbrella,0.7996,0.8005,0.5185,0.4742,86.29,118.13,3,0.7128,0.3842,0,62.61,Fully Observable,Static,Deterministic
11181,Intelligent Tutoring System,Learning,Snowy,Wear Winter Gear,0.9729,0.4716,0.3453,0.2302,74.71,189.74,5,0.6575,0.1055,1,84.11,Partially Observable,Dynamic,Deterministic
11182,Cybersecurity Monitoring Agent,Simple Reflex,Cloudy,Stay Inside,0.8362,0.2628,0.2528,0.6846,81.15,164.76,14,0.9067,-1.2802,0,62.53,Fully Observable,Static,Deterministic
11183,Autonomous Vehicle,Learning,Snowy,Wear Winter Gear,0.6484,0.2731,0.3582,0.5341,77.78,290.73,2,0.7577,1.0556,0,70.93,Fully Observable,Dynamic,Deterministic
11184,Warehouse Robot,Simple Reflex,Sunny,Go Outside,0.8319,0.6382,0.4049,0.573,72.53,248.79,14,0.6956,-0.6507,0,37.11,Partially Observable,Dynamic,Deterministic
11185,Intelligent Tutoring System,Model-Based,Snowy,Wear Winter Gear,0.7246,0.4138,0.425,0.2819,84.85,210.98,10,0.8146,-0.0758,0,41.52,Partially Observable,Static,Stochastic
11186,Autonomous Delivery Robot,Learning,Sunny,Go Outside,0.9345,0.2526,0.3079,0.5228,49.38,394.17,8,0.7303,0.6585,1,94.14,Partially Observable,Dynamic,Stochastic
11187,AI Travel Assistant,Model-Based,Cloudy,Stay Inside,0.6641,0.2922,0.2624,0.2527,81.22,120.16,9,0.6269,-1.8403,1,86.97,Partially Observable,Dynamic,Deterministic
11188,Autonomous Vehicle,Simple Reflex,Rainy,Use Umbrella,0.8725,0.2021,0.5506,0.3356,62.94,129.47,7,0.614,1.0622,1,100,Partially Observable,Static,Stochastic
11189,Smart Hospital Assistant,Simple Reflex,Cloudy,Stay Inside,0.9539,0.2861,0.606,0.4053,63.25,96.04,2,0.7938,0.9622,1,79.28,Partially Observable,Static,Deterministic
11190,Intelligent Tutoring System,Learning,Sunny,Go Outside,0.7503,0.5265,0.3996,0.6015,63.06,144.76,6,0.5086,-0.6002,0,54.81,Partially Observable,Dynamic,Stochastic
11191,Cybersecurity Monitoring Agent,Goal-Based,Rainy,Use Umbrella,0.8384,0.3079,0.7708,0.1877,,402.57,12,0.8203,0.8993,1,79.77,Partially Observable,Dynamic,Deterministic
11192,AI Travel Assistant,Utility-Based,Stormy,Stay Inside,0.885,0.1145,0.2408,0.3923,87.42,180.89,7,0.6025,0.5646,1,85.13,Partially Observable,Dynamic,Deterministic
11193,Smart-Home Energy Agent,Learning,Stormy,Stay Inside,0.9456,0.3425,0.6855,0.3073,76.72,223.55,2,0.7917,-1.2276,1,73.73,Partially Observable,Dynamic,Stochastic
11194,Intelligent Tutoring System,Learning,Snowy,Wear Winter Gear,0.8685,0.5405,0.181,0.5178,75.03,372.17,7,0.8696,2.1713,1,100,Partially Observable,Dynamic,Deterministic
11195,Cybersecurity Monitoring Agent,Utility-Based,Windy,Use Wind Protection,0.952,0.1395,0.0639,0.3612,59.42,245.92,12,0.664,0.2314,1,100,Partially Observable,Dynamic,Stochastic
11196,Intelligent Tutoring System,Model-Based,Windy,Use Wind Protection,0.9241,0.2292,0.4281,0.3096,60.14,138.99,7,0.99,1.1345,0,74.44,Fully Observable,Dynamic,Deterministic
11197,Autonomous Vehicle,Goal-Based,Rainy,Use Umbrella,0.893,0.1855,0.5518,0.0769,55.86,250.85,14,0.99,0.3704,1,76.04,Partially Observable,Dynamic,Stochastic
11198,Autonomous Delivery Robot,Model-Based,Cloudy,Stay Inside,0.7571,0.768,0.6636,0.3729,100,166.42,7,0.8521,-1.7471,0,55.87,Fully Observable,Static,Deterministic
11199,Smart Hospital Assistant,Goal-Based,Windy,Use Wind Protection,0.8095,0.7119,0.2547,0.3506,80.19,251.16,13,0.9316,0.3432,0,66.86,Partially Observable,Static,Stochastic
11200,Smart Hospital Assistant,Utility-Based,Cloudy,Stay Inside,0.8978,0.0964,0.574,0.2905,74.98,282.93,2,0.6637,-0.0261,1,87.39,Fully Observable,Dynamic,Stochastic
11201,Smart-Home Energy Agent,Goal-Based,Sunny,Go Outside,0.9408,0.125,0.4374,0.7038,56.01,188.75,7,0.4991,-0.4921,1,89.39,Fully Observable,Dynamic,Deterministic
11202,Smart Hospital Assistant,Goal-Based,Snowy,Wear Winter Gear,0.8553,0.4307,0.4497,0.6459,69.0,343.1,8,0.786,-2.0419,1,81.41,Partially Observable,Static,Stochastic
11203,Warehouse Robot,Goal-Based,Sunny,Go Outside,0.8376,0.5602,0.2919,0.3978,43.04,398.07,13,0.99,2.4031,0,52.69,Fully Observable,Static,Deterministic
11204,AI Travel Assistant,Learning,Snowy,Wear Winter Gear,0.7571,0.6455,0.1669,0.5106,74.63,169.59,2,0.99,-0.6956,0,67.36,Partially Observable,Static,Deterministic
11205,Autonomous Vehicle,Utility-Based,Stormy,Stay Inside,0.8722,0.5534,0.2365,0.2046,78.4,217.04,14,0.3945,-0.2337,1,87.63,Partially Observable,Dynamic,Deterministic
11206,Autonomous Vehicle,Utility-Based,Windy,Use Wind Protection,0.9153,0.4021,0.6728,0.7355,66.44,157.49,12,0.7108,1.2166,0,68.29,Fully Observable,Static,Stochastic
11207,Autonomous Vehicle,Goal-Based,Cloudy,Stay Inside,0.8912,0.4783,0.5918,0.5273,96.22,230.53,12,0.6176,-0.2885,1,73.63,Partially Observable,Dynamic,Deterministic
11208,Smart Hospital Assistant,Model-Based,Sunny,Go Outside,0.9578,0.4145,0.4036,0.3966,100,239.16,5,0.5951,0.0433,1,69.82,Fully Observable,Dynamic,Stochastic
11209,Warehouse Robot,Utility-Based,Snowy,Wear Winter Gear,0.9311,0.8166,0.4256,0.7573,72.88,213.48,12,0.7418,2.1194,0,53.85,Partially Observable,Dynamic,Deterministic
11210,Cybersecurity Monitoring Agent,Goal-Based,Cloudy,Stay Inside,0.9439,0.6038,0.4621,0.5913,71.1,207.74,2,0.7815,0.3158,1,76.76,Partially Observable,Dynamic,Deterministic
11211,Warehouse Robot,Utility-Based,Windy,Use Wind Protection,0.9765,0.0764,0.1586,0.267,53.3,263.5,13,0.641,-0.8627,1,100,Partially Observable,Dynamic,Stochastic
11212,Smart-Home Energy Agent,Model-Based,Snowy,Wear Winter Gear,0.8787,0.3525,0.3084,0.7207,60.54,142.48,3,0.7363,-0.6183,0,58.58,Partially Observable,Static,Stochastic
11213,Warehouse Robot,Learning,Windy,Use Wind Protection,0.8361,0.0971,0.4088,0.3521,,177.08,6,0.8821,0.4067,1,91.87,Partially Observable,Static,Deterministic
11214,Smart Hospital Assistant,Utility-Based,Rainy,Use Umbrella,0.8533,0.2564,0.2189,0.2116,63.32,299.88,14,0.99,0.6737,1,74.7,Fully Observable,Dynamic,Deterministic
11215,Cybersecurity Monitoring Agent,Learning,Snowy,Wear Winter Gear,0.8153,0.1654,0.0758,0.6006,64.2,252.94,11,0.525,1.5138,1,92.92,Partially Observable,Dynamic,Deterministic
11216,Autonomous Vehicle,Utility-Based,Snowy,Wear Winter Gear,0.9192,0.3728,0.0945,0.2615,99.19,66.71,2,0.6525,0.5495,1,100,Fully Observable,Static,Stochastic
